GUARDAR AQUI EVIDENCIAS: https://drive.google.com/drive/u/1/folders/1WuJDZQC59yayX4-s5WL67VNCXTB2cWbg ,,,,,,,,,,
[C360-Ingestas] Documentos de evidencias para Jira,,,,,,,,,,
VERIFICADO,GUARDADO DRIVE y JIRA,TABLA PRINCIPAL,Q,JIRA,ID funcional / conf,LOCAL LOGS,JOB NAME (ADA WORK),RUN ID (ADA WORK),Observaciones,Desarrollador
TRUE,TRUE,t_kszg_trnslty_by_channel,3Q25,,28d4d34258,"----> -------------------------------
----> Rule: 3.1 (com.datio.hammurabi.rules.validity.NotNullValidationRule)
----> Subset: None
----> Physical field: gf_source_info_origin_type
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
----> Rule: 3.1 (com.datio.hammurabi.rules.validity.NotNullValidationRule)
----> Subset: None
----> Physical field: gf_transaction_id
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
----> Rule: 3.2 (com.datio.hammurabi.rules.validity.FormatValidationRule)
----> Subset: None
----> Physical field: gf_source_info_origin_type
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
----> Rule: 3.2 (com.datio.hammurabi.rules.validity.FormatValidationRule)
----> Subset: None
----> Physical field: gf_transaction_id
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -----------------------------------
----> Rule: 3.5 (com.datio.hammurabi.rules.validity.DynamicCatalogRule)
----> Subset: None
----> Physical field: g_transaction_status_ind_type
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 0 
----> Total records affected: 4
----> Compliance percentage: 0.0
----> Acceptance Min: None
----> Final status: Failed
----> -----------------------------------
----> Rule: 3.5 (com.datio.hammurabi.rules.validity.StaticCatalogRule)
----> Subset: None
----> Physical field: g_transaction_status_ind_type
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 0 
----> Total records affected: 4
----> Compliance percentage: 0.0
----> Acceptance Min: None
----> Final status: Failed
----> -------------------------------
----> Rule: 4.2 (com.datio.hammurabi.rules.consistence.DuplicateRule)
----> Subset: None
----> Physical field: 
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------",kszg-gl-hmm-qlt-inmvptransbychanel-01,kszg-gl-hmm-qlt-inmvptransbychanel-01-kaUMVANUkyIXDP3,,Julen Montes
TRUE,TRUE,,3Q25,,28d4d3435e,,,,,Julen Montes
TRUE,TRUE,,3Q25,,28d4d3444c,,,,,Julen Montes
TRUE,TRUE,,3Q25,,28d4d34550,,,,,Julen Montes
TRUE,TRUE,,3Q25,,28d4d34648,,,,,Julen Montes
TRUE,TRUE,,3Q25,,28d4e2f346,,,,,Julen Montes
TRUE,TRUE,,3Q25,,GL_STR_t_kszg_trnslty_by_channel_4.2_000,,,,,Julen Montes
TRUE,TRUE,t_re4m_virtual_assistant_message,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3473,28d5ed04a2,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/re4m/data/t_re4m_virtual_assistant_message)
----> PhysicalObject: t_re4m_virtual_assistant_message
----> UUAA: re4m
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 16 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-05 10:55:33.982
--> RESULTS
----> Rule: 4.3 (com.datio.hammurabi.rules.consistence.ValueConciliationRule)
----> Subset: None
----> Physical field: gf_interaction_id
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 16 
----> Total records affected: 16
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0",re4m-gl-hmm-qlt-virtualassistantmessage-02,re4m-gl-hmm-qlt-virtualassistantmessage-02-FddzgRdkaJBiaV1,,Juan Carlos Frutos
TRUE,TRUE,t_katc_attributes_mp,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3466,28d98b05f4,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/katc/data/t_katc_attributes_mp)
----> PhysicalObject: t_katc_attributes_mp
----> UUAA: katc
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-06 18:39:43.643
--> RESULTS
----> Rule: 4.2 (com.datio.hammurabi.rules.consistence.DuplicateRule)
----> Subset: None
----> Physical field: 
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0",katc-gl-hmm-qlt-attributesmpmrfield-01,katc-gl-hmm-qlt-attributesmpmrfield-01-Y3AlHp3zHN3gl4x,,Juan Carlos Frutos
TRUE,TRUE,,,,28d98b06da,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/katc/data/t_katc_attributes_mp)
----> PhysicalObject: t_katc_attributes_mp
----> UUAA: katc
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-06 19:07:32.087
--> RESULTS
----> Rule: 4.3 (com.datio.hammurabi.rules.consistence.ValueConciliationRule)
----> Subset: None
----> Physical field: g_country_id
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0",katc-gl-hmm-qlt-attributesmpkcogcountry-01,katc-gl-hmm-qlt-attributesmpkcogcountry-01-od7nN3mjJZY7KTg,,Juan Carlos Frutos
TRUE,TRUE,,,,28d98b07e3,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/katc/data/t_katc_attributes_mp)
----> PhysicalObject: t_katc_attributes_mp
----> UUAA: katc
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-06 19:15:01.322
--> RESULTS
----> Rule: 4.3 (com.datio.hammurabi.rules.consistence.ValueConciliationRule)
----> Subset: None
----> Physical field: g_entity_id
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0",katc-gl-hmm-qlt-attributesmpkcogentity-01,katc-gl-hmm-qlt-attributesmpkcogentity-01-uVe3dUwSmUnB6s1,,Juan Carlos Frutos
TRUE,TRUE,,,,28d98b08de,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/katc/data/t_katc_attributes_mp)
----> PhysicalObject: t_katc_attributes_mp
----> UUAA: katc
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-06 19:21:15.564
--> RESULTS
----> Rule: 4.3 (com.datio.hammurabi.rules.consistence.ValueConciliationRule)
----> Subset: None
----> Physical field: g_customer_id
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0",katc-gl-hmm-qlt-attributesmpkbtqcustomer-01,katc-gl-hmm-qlt-attributesmpkbtqcustomer-01-BtcdthMuV4as5F0,,Juan Carlos Frutos
TRUE,TRUE,,,,28d98b09da,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/katc/data/t_katc_attributes_mp)
----> PhysicalObject: t_katc_attributes_mp
----> UUAA: katc
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-06 19:26:21.063
--> RESULTS
----> Rule: 4.3 (com.datio.hammurabi.rules.consistence.ValueConciliationRule)
----> Subset: None
----> Physical field: g_currency_id
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0
",katc-gl-hmm-qlt-attributesmpkcogcurrency-01,katc-gl-hmm-qlt-attributesmpkcogcurrency-01-KzuwpuYyCBRojhK,,Juan Carlos Frutos
TRUE,TRUE,,,,28d98b0ad5,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/katc/data/t_katc_attributes_mp)
----> PhysicalObject: t_katc_attributes_mp
----> UUAA: katc
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-07 16:31:50.635
--> RESULTS
----> Rule: 6.9 (com.datio.hammurabi.rules.accuracy.VolumetricTrendRule)
----> Subset: None
----> Physical field: 
----> Is Critical: true
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0
",katc-gl-hmm-qlt-attributesmpmrobject-01,katc-gl-hmm-qlt-attributesmpmrobject-01-OeW3rEYjKPzRT6Y,,Juan Carlos Frutos
TRUE,TRUE,t_l9ct_company_metric_year,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3468,28d98b01cc,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/l9ct/data/t_l9ct_company_metric_year)
----> PhysicalObject: t_l9ct_company_metric_year
----> UUAA: l9ct
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-07 10:36:25.707
--> RESULTS
----> Rule: 3.5 (com.datio.hammurabi.rules.validity.DynamicCatalogRule)
----> Subset: None
----> Physical field: g_data_source_origin_ex1_type
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
----> Rule: 3.5 (com.datio.hammurabi.rules.validity.StaticCatalogRule)
----> Subset: None
----> Physical field: g_verified_emissions_ind_type
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0
",l9ct-gl-hmm-qlt-companymetricyear-02,l9ct-gl-hmm-qlt-companymetricyear-02-GQsPaZcWvyEuO62,,Juan Carlos Frutos
TRUE,TRUE,,,,28d98b02d9,,,,,
TRUE,TRUE,t_l9ct_regulatory_metric_year,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3470,28d98b03df,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/l9ct/data/t_l9ct_regulatory_metric_year)
----> PhysicalObject: t_l9ct_regulatory_metric_year
----> UUAA: l9ct
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-07 10:53:54.039
--> RESULTS
----> Rule: 3.5 (com.datio.hammurabi.rules.validity.DynamicCatalogRule)
----> Subset: None
----> Physical field: g_data_source_origin_ex1_type
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
----> Rule: 3.5 (com.datio.hammurabi.rules.validity.StaticCatalogRule)
----> Subset: None
----> Physical field: g_verified_emissions_ind_type
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0
",l9ct-gl-hmm-qlt-regulatorymetricyear-03,l9ct-gl-hmm-qlt-regulatorymetricyear-03-g1lfEMwUrDN8bJu,,Juan Carlos Frutos
TRUE,TRUE,,,,28d98b04fa,,,,,
TRUE,TRUE,t_l9ct_em_factors_motor_ve,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3435,27927466e6,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/l9ct/data/t_l9ct_em_factors_motor_ve)
----> PhysicalObject: t_l9ct_em_factors_motor_ve
----> UUAA: l9ct
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-08 12:12:03.38
--> RESULTS
----> Rule: 3.4 (com.datio.hammurabi.rules.validity.NumericRangeRule)
----> Subset: None
----> Physical field: gf_scope_2_emfc_number
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0",l9ct-gl-hmm-qlt-factorsmotorve-01,l9ct-gl-hmm-qlt-factorsmotorve-01-sOucssOmoQdaELJ,,Juan Carlos Frutos
TRUE,TRUE,t_l9ct_em_factors_by_sector,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3437,279274642e,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/l9ct/data/t_l9ct_em_factors_by_sector)
----> PhysicalObject: t_l9ct_em_factors_by_sector
----> UUAA: l9ct
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-08 12:18:21.151
--> RESULTS
----> Rule: 3.4 (com.datio.hammurabi.rules.validity.NumericRangeRule)
----> Subset: None
----> Physical field: gf_scope_2_emfc_number
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0",l9ct-gl-hmm-qlt-factorsbysector-01,l9ct-gl-hmm-qlt-factorsbysector-01-sGwpuCAEsMQSaxw,,
TRUE,TRUE,t_rzua_sust_kpi_link_operation,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3447,28d4dd2f94,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/rzua/data/t_rzua_sust_kpi_link_operation)
----> PhysicalObject: t_rzua_sust_kpi_link_operation
----> UUAA: rzua
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 8 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-11 11:17:11.569
--> RESULTS
----> Rule: 3.2 (com.datio.hammurabi.rules.validity.FormatValidationRule)
----> Subset: None
----> Physical field: g_bbva_sus_cond_coord_ind_type
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 8 
----> Total records affected: 8
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0",rzua-gl-hmm-qlt-sustkpilinkoper-02,rzua-gl-hmm-qlt-sustkpilinkoper-02-5cQK39ja2HqMvrD,,Marcos Leon
TRUE,TRUE,t_katc_recurrence_forecast,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3440,GL_DOM_t_katc_recurrence_forecast_5.3_002,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/katc/data/t_katc_recurrence_forecast)
----> PhysicalObject: t_katc_recurrence_forecast
----> UUAA: katc
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-11 11:45:43.596
--> RESULTS
----> Rule: 5.3 (com.datio.hammurabi.rules.integrity.SameValueComparisonRule)
----> Subset: None
----> Physical field: gf_predicted_min_date
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0
",katc-gl-hmm-qlt-recurrenceforecast-02,katc-gl-hmm-qlt-recurrenceforecast-02-78iHeSVa1hsktuE,,Juan Carlos Frutos
TRUE,TRUE,t_rzua_sust_kpi_link_oper_checkp,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3443,"28d4dada56
28d4dadbc5
28d2e215c3","########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/rzua/data/t_rzua_sust_kpi_link_oper_checkp)
----> PhysicalObject: t_rzua_sust_kpi_link_oper_checkp
----> UUAA: rzua
----> Subset: Some(gf_cutoff_date='1997-01-01')
----> FrequencyRuleExecution: None
----> Dataset size: 8 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-11 11:59:47.931
--> RESULTS
----> Rule: 3.2 (com.datio.hammurabi.rules.validity.FormatValidationRule)
----> Subset: None
----> Physical field: g_condition_action_id
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 8 
----> Total records affected: 8
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
----> Rule: 3.1 (com.datio.hammurabi.rules.validity.NotNullValidationRule)
----> Subset: None
----> Physical field: gf_op_cond_rev_per_start_date
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 8 
----> Total records affected: 8
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
----> Rule: 5.3 (com.datio.hammurabi.rules.integrity.SameValueComparisonRule)
----> Subset: None
----> Physical field: gf_kpi_max_rng_val_eval_number
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 8 
----> Total records affected: 8
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################
",rzua-gl-hmm-qlt-sustkpilinkopercheckp-01,rzua-gl-hmm-qlt-sustkpilinkopercheckp-01-Xpwyz3qUhlL1uAm,,Marcos Leon
TRUE,TRUE,t_rzua_sust_kpi_link_oper_condit,3Q25,https://jira.globaldevtools.bbva.com/browse/DECSCLIENT-3441,28d2c7aabb,"########                          DATA QUALITY RESULTS                          ########
########################################################################################
--> DATASET
----> ObjectPath: Some(/data/master/rzua/data/t_rzua_sust_kpi_link_oper_condit)
----> PhysicalObject: t_rzua_sust_kpi_link_oper_condit
----> UUAA: rzua
----> Subset: None
----> FrequencyRuleExecution: None
----> Dataset size: 4 rows
----> Data date: 1997-01-01
----> Execution date: 2025-08-11 12:12:03.39
--> RESULTS
----> Rule: 3.4 (com.datio.hammurabi.rules.validity.NumericRangeRule)
----> Subset: None
----> Physical field: gf_goal_target_number
----> Is Critical: false
----> DrillDown: Some()->Some()
----> MinimumThreshold: None
----> TargetThreshold: None
----> Passed records: 4 
----> Total records affected: 4
----> Compliance percentage: 100.0
----> Acceptance Min: None
----> Final status: Passed
----> -------------------------------
########################################################################################
########                             END OF RESULTS                             ########
########################################################################################

Process finished with exit code 0",rzua-gl-hmm-qlt-kpilinkopercondit-01,rzua-gl-hmm-qlt-kpilinkopercondit-01-9dHsVPH9gOFSUFf,,Juan Carlos Frutos
TRUE,FALSE,t_kcpg_general_budgets,3Q25,-,"KCPG_general-budgets_MRField.conf
KCPG_general-budgets_MRObject.conf
KCPG_general-budgets_KCOG_country_MMRule.conf
KCPG_general-budgets_KCOG_currency_MMRule.conf
KCPG_general-budgets_KBTQ_role-person_MMRule.conf",-,kcpg-gl-hmm-qlt-generalbudgets-02,kcpg-gl-hmm-qlt-generalbudgets-02-f2y6dAhXZ3afy2X,,Marcos Leon
TRUE,FALSE,,,,,,kcpg-gl-hmm-qlt-generalbudgets-03,kcpg-gl-hmm-qlt-generalbudgets-03-mHeavjdpxtHzhm3,,Marcos Leon
TRUE,FALSE,,,,,,kcpg-gl-hmm-qlt-generalbudgets-04,kcpg-gl-hmm-qlt-generalbudgets-04-hW7cFUhgmSrYpid,,Marcos Leon
TRUE,FALSE,,,,,,kcpg-gl-hmm-qlt-generalbudgets-05,kcpg-gl-hmm-qlt-generalbudgets-05-HJHoIqjhuZgbzQv,,Marcos Leon
TRUE,FALSE,,,,,,kcpg-gl-hmm-qlt-generalbudgets-06,kcpg-gl-hmm-qlt-generalbudgets-06-h2CCWtWpvg0J7co,,Marcos Leon
