tabla,conf,STATUS IMPLANTATION,version,uuaa,unique parameters,params,,,,unique parameters,params
t_kceg_agg_services,KCEG_agg-services_KCOG_country_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_agg_services,KCEG_agg-services_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_agg_services,KCEG_agg-services_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_agg_services,KCEG_agg-services_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_agg_services,KCEG_agg-services_MRField.conf,DELIVERED,15.1.0,KCEG,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository","CUTOFF_DATE, extralibs",,,,,
t_kceg_agg_services,KCEG_agg-services_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_cust_agg_recurring_income,KCEG_cust-agg-recurring-income_KBTQ_eom-customer_MMRule.conf,DELIVERED,18.3.2,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_agg_recurring_income,KCEG_cust-agg-recurring-income_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_agg_recurring_income,KCEG_cust-agg-recurring-income_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_agg_recurring_income,KCEG_cust-agg-recurring-income_MRField.conf,DELIVERED,17.0.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_agg_recurring_income,KCEG_cust-agg-recurring-income_MRField.conf,DELIVERED,17.2.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_agg_recurring_income,KCEG_cust-agg-recurring-income_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_cust_digital_metrics_dp,KCEG_cust-digital-metrics-dp_MRField.conf,DELIVERED,18.3.6,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_digital_metrics_mp,KCEG_cust-digital-metrics-mp_MRField.conf,DELIVERED,18.3.6,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_prod_any_holder,KCEG_cust-prod-any-holder_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_prod_any_holder,KCEG_cust-prod-any-holder_MRField.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_kceg_cust_prod_any_holder,KCEG_cust-prod-any-holder_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_cust_prod_main_holder,KCEG_cust-prod-main-holder_KBTQ_customer-info_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_prod_main_holder,KCEG_cust-prod-main-holder_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_prod_main_holder,KCEG_cust-prod-main-holder_MRField.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_kceg_cust_prod_main_holder,KCEG_cust-prod-main-holder_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_cust_prod_main_holder,KCEG_cust-prod-main-holder_YH2J_global-product-hierarchy_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_cust_trans_events,KCEG_cust-trans-events_MRField.conf,DELIVERED,18.3.6,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_app_expertise,KCEG_customer-app-expertise_KBTQ_customer-info_MMRule.conf,DELIVERED,18.3.2,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_app_expertise,KCEG_customer-app-expertise_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_app_expertise,KCEG_customer-app-expertise_MRField.conf,DELIVERED,18.3.2,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_app_expertise,KCEG_customer-app-expertise_MRObject.conf,DELIVERED,18.3.2,KCEG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_customer_cancellations,KCEG_customer-cancellations_KBTQ_customer-info_MMRule.conf,DELIVERED,18.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_cancellations,KCEG_customer-cancellations_KCOG_branch_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_cancellations,KCEG_customer-cancellations_KCOG_country_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_cancellations,KCEG_customer-cancellations_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_cancellations,KCEG_customer-cancellations_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_cancellations,KCEG_customer-cancellations_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_cancellations,KCEG_customer-cancellations_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_customer_engagement,KCEG_customer-engagement_KBTQ_eom-customer_MMRule.conf,DELIVERED,18.3.2,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_engagement,KCEG_customer-engagement_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_engagement,KCEG_customer-engagement_MRField.conf,DELIVERED,16.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_engagement,KCEG_customer-engagement_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_engagement,KCEG_customer-engagement_MRField.conf,DELIVERED,18.1.1,KCEG,"CUTOFF_DATE: Date of the data
PREVIOUS_CUTOFF_DATE: Previous date to be compared","CUTOFF_DATE, PREVIOUS_CUTOFF_DATE",,,,,
t_kceg_customer_engagement,KCEG_customer-engagement_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_customer_engagement_dp,KCEG_customer-engagement-dp_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_engagement_dp,KCEG_customer-engagement-dp_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_engagement_dp,KCEG_customer-engagement-dp_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_customer_products,KCEG_customer-products_KBTQ_eom-customer_MMRule.conf,DELIVERED,18.4.5,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_products,KCEG_customer-products_KCOG_country_MMRule.conf,DELIVERED,18.3.4,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_products,KCEG_customer-products_KCOG_entity_MMRule.conf,DELIVERED,18.3.4,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_products,KCEG_customer-products_KSAN_eom-domestic-interveners_MMRule.conf,DELIVERED,18.3.4,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_products,KCEG_customer-products_MRField.conf,DELIVERED,18.3.4,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_products,KCEG_customer-products_MRField.conf,DELIVERED,18.3.4,KCEG,"CUTOFF_DATE: Date of the data
PREVIOUS_CUTOFF_DATE: Previous date to be compared","CUTOFF_DATE, PREVIOUS_CUTOFF_DATE",,,,,
t_kceg_customer_products,KCEG_customer-products_MRObject.conf,DELIVERED,18.3.4,KCEG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_customer_products_dp,KCEG_customer-products-dp_KBTQ_customer-info_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_products_dp,KCEG_customer-products-dp_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_products_dp,KCEG_customer-products-dp_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_products_dp,KCEG_customer-products-dp_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_customer_registers,KCEG_customer-registers_KBTQ_customer-info_MMRule.conf,DELIVERED,18.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_registers,KCEG_customer-registers_KCEG_customer-cancellations_MMRule.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_registers,KCEG_customer-registers_KCOG_branch_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_registers,KCEG_customer-registers_KCOG_country_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_registers,KCEG_customer-registers_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_registers,KCEG_customer-registers_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_registers,KCEG_customer-registers_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_registers,KCEG_customer-registers_MRField.conf,DELIVERED,17.5.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_customer_registers,KCEG_customer-registers_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_fx_cust_channel_activity,KCEG_fx-cust-channel-activity_KBTQ_customer-info_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_channel_activity,KCEG_fx-cust-channel-activity_KCEG_fx-cust-gnrl-feat_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_channel_activity,KCEG_fx-cust-channel-activity_MRField.conf,DELIVERED,16.0.9,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_channel_activity,KCEG_fx-cust-channel-activity_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_channel_activity,KCEG_fx-cust-channel-activity_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_channel_activity,KCEG_fx-cust-channel-activity_MRField.conf,DELIVERED,17.2.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_channel_activity,KCEG_fx-cust-channel-activity_MRObject.conf,DELIVERED,16.0.9,KCEG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_fx_cust_gnrl_feat,KCEG_fx-cust-gnrl-feat_KBTQ_customer-info_MMRule.conf,DELIVERED,18.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_gnrl_feat,KCEG_fx-cust-gnrl-feat_MRField.conf,DELIVERED,16.0.9,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_gnrl_feat,KCEG_fx-cust-gnrl-feat_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_gnrl_feat,KCEG_fx-cust-gnrl-feat_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_gnrl_feat,KCEG_fx-cust-gnrl-feat_MRObject.conf,DELIVERED,16.0.9,KCEG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_fx_cust_qtry_activity,KCEG_fx-cust-qtry-activity_KCEG_fx-cust-gnrl-feat_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_qtry_activity,KCEG_fx-cust-qtry-activity_MRField.conf,DELIVERED,16.0.9,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_qtry_activity,KCEG_fx-cust-qtry-activity_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_qtry_activity,KCEG_fx-cust-qtry-activity_MRObject.conf,DELIVERED,16.0.9,KCEG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_fx_cust_scores,KCEG_fx-cust-scores_KCOG_entity_MMRule.conf,DELIVERED,16.1.6,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_scores,KCEG_fx-cust-scores_MRField.conf,DELIVERED,16.0.9,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_scores,KCEG_fx-cust-scores_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_scores,KCEG_fx-cust-scores_MRField.conf,DELIVERED,16.1.6,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_fx_cust_scores,KCEG_fx-cust-scores_MRObject.conf,DELIVERED,16.0.9,KCEG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_group_principality_score,KCEG_group-principality-score_MRField.conf,DELIVERED,18.4.4,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_identity_graph,KCEG_identity-graph_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_identity_graph,KCEG_identity-graph_MRField.conf,DELIVERED,18.3.3,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_identity_graph,KCEG_identity-graph_MRField.conf,DELIVERED,15.1.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_identity_graph,KCEG_identity-graph_MRObject.conf,DELIVERED,15.1.0,KCEG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kceg_principality_score,KCEG_principality-score_MRField.conf,DELIVERED,18.2.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_principality_score,KCEG_principality-score_MRField.conf,DELIVERED,18.4.4,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_principality_score,KCEG_principality-score_MRField.conf,DELIVERED,18.3.8,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_recurring_income_detail,KCEG_recurring-income-detail_KBTQ_role-person_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_recurring_income_detail,KCEG_recurring-income-detail_MRField.conf,DELIVERED,16.1.4,KCEG,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (g_data_source_origin_type)","CUTOFF_DATE, SOURCE",,,,,
t_kceg_recurring_income_detail,KCEG_recurring-income-detail_MRField.conf,DELIVERED,16.1.4,KCEG,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (g_data_source_origin_type)","CUTOFF_DATE, SOURCE",,,,,
t_kceg_recurring_income_detail,KCEG_recurring-income-detail_MRField.conf,DELIVERED,16.1.4,KCEG,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local
SOURCE: Origin of data (g_data_source_origin_type)",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0, SOURCE",,,,,
t_kceg_recurring_income_detail,KCEG_recurring-income-detail_MRField.conf,DELIVERED,16.1.4,KCEG,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local
SOURCE: Origin of data (g_data_source_origin_type)",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1, SOURCE",,,,,
t_kceg_trans_recommendation,KCEG_trans-recommendation_KBTQ_role-person_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_trans_recommendation,KCEG_trans-recommendation_MRField.conf,DELIVERED,16.0.2,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_transaction_evaluation,KCEG_transaction-evaluation_KBTQ_role-person_MMRule.conf,DELIVERED,18.3.0,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kceg_transaction_evaluation,KCEG_transaction-evaluation_MRField.conf,DELIVERED,16.0.2,KCEG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_appl_cust_contract_perst,KCPG_appl-cust-contract-perst_KBTQ_customer-info_MMRule.conf,DELIVERED,18.3.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_appl_cust_contract_perst,KCPG_appl-cust-contract-perst_KSAN_contract-global-local_MMRule.conf,DELIVERED,18.3.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_appl_cust_contract_perst,KCPG_appl-cust-contract-perst_MRField.conf,DELIVERED,18.3.3,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_appl_cust_contract_perst,KCPG_appl-cust-contract-perst_MRField.conf,DELIVERED,15.1.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_appl_cust_contract_perst,KCPG_appl-cust-contract-perst_MRObject.conf,DELIVERED,15.1.0,KCPG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kcpg_appl_cust_perst,KCPG_appl-cust-perst_MRField.conf,DELIVERED,15.1.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_appl_cust_perst,KCPG_appl-cust-perst_MRObject.conf,DELIVERED,15.1.0,KCPG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kcpg_budget_contract_trip,KCPG_budget-contract-trip_KSAN_contract-global-local_MMRule.conf,DELIVERED,18.3.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_budget_contract_trip,KCPG_budget-contract-trip_MRField.conf,DELIVERED,15.1.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_budget_contract_trip,KCPG_budget-contract-trip_MRObject.conf,DELIVERED,15.1.0,KCPG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kcpg_budget_cust_trip,KCPG_budget-cust-trip_MRField.conf,DELIVERED,15.1.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_budget_cust_trip,KCPG_budget-cust-trip_MRObject.conf,DELIVERED,15.1.0,KCPG,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kcpg_customer_cust_prod,KCPG_customer-cust-prod_KBTQ_customer-info_MMRule.conf,DELIVERED,18.3.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_customer_cust_prod,KCPG_customer-cust-prod_KSAN_contract-global-local_MMRule.conf,DELIVERED,18.3.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_customer_cust_prod,KCPG_customer-cust-prod_MRField.conf,DELIVERED,15.1.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_customer_cust_prod,KCPG_customer-cust-prod_MRField.conf,DELIVERED,15.1.0,KCPG,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_kcpg_customer_cust_prod,KCPG_customer-cust-prod_MRObject.conf,DELIVERED,15.1.0,KCPG,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kcpg_customer_cust_prod_mp,KCPG_customer-cust-prod-mp_KCOG_country_MMRule.conf,DELIVERED,18.3.3,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_customer_cust_prod_mp,KCPG_customer-cust-prod-mp_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kcpg_customer_cust_prod_mp,KCPG_customer-cust-prod-mp_KCOG_entity_MMRule.conf,DELIVERED,15.1.0,KCPG,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
